DT_DEBUT_MOIS,ID_REGN_ADMIN,CD_NATR_ACTE_JURDQ,NB_REQST
2024-12-01,"07","004",1033
2024-12-01,"08","004",294
2024-12-01,"09","004",137
2024-12-01,"11","004",145
2024-12-01,"12","004",975
2024-12-01,"13","004",835
2024-12-01,"14","004",1328
2024-12-01,"15","004",2023
2024-12-01,"16","004",3770
2024-12-01,"17","004",508
2025-01-01,"01","004",297
2025-01-01,"02","004",564
2025-01-01,"03","004",1431
2025-01-01,"04","004",554
2025-01-01,"05","004",743
2025-01-01,"06","004",2918
2025-01-01,"07","004",1028
2025-01-01,"08","004",260
2025-01-01,"09","004",130
2025-01-01,"11","004",114
2025-01-01,"12","004",835
2025-01-01,"13","004",776
2025-01-01,"14","004",1183
2025-01-01,"15","004",1873
2025-01-01,"16","004",3513
2025-01-01,"17","004",567
